run_name,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_seconds,predict_ms_per_1k_rows,n_features,mlflow_run_id,delta_roc_auc_vs_e10
E10_raw_features,0.8145680784844561,0.022877047930169227,0.42408716378718214,0.07302118032802857,3.88428380000405,5.763364074889677,6,4dcdf5b692164b15a65025cc3297a8a1,0.0
E11_basic_domain_features,0.8579814802554754,0.02500602004058699,0.5504286844637212,0.07565383594065597,4.0184614201076325,5.838652897656843,8,67b6c532b7c447949dd79f747bc47e10,0.04341340177101927
E12_temporal_features,0.843506227212889,0.024060164626566512,0.4978673757409836,0.07267987494094379,4.058470800053328,6.356813958197394,8,4269403e308e4c53896a6449fdb62da3,0.028938148728432922
E13_full_leakage_safe_features,0.8598688615737229,0.02664368412802799,0.5524227762771033,0.07695889601599551,4.0343463000841435,6.3862466064862975,10,62c5c34f3c4543b2b3b6ba3cbab25546,0.04530078308926677
