run_name,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_seconds,predict_ms_per_1k_rows,n_features,mlflow_run_id
E00_dummy,0.5,0.0,0.17642132686529427,0.018866325250122724,0.017472700029611588,0.026219177764944385,6,3a92fe82b5f04c8db649bf171946e7df
E01_logreg_basic,0.7322131225943227,0.04112506461836693,0.35074534257246,0.08451447308945116,0.916919260006398,0.39429382820715037,6,5c17c4d1733f4246be347465d26bcd36
E02_hgb_basic,0.8145680784844561,0.022877047930169227,0.42408716378718214,0.07302118032802857,2.7030637399759145,3.592928963833507,6,f63ee77378854765a3b1be6d82ba827f
