run_name,preprocessing,model_family,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_seconds,predict_ms_per_1k_rows,n_features,n_features_out,mlflow_run_id
E03_manual_preprocessing_logreg,manual,logistic_regression,0.7322131225943227,0.04112506461836693,0.35074534257246,0.08451447308945116,1.4443627999629824,0.9942577208090337,6,10,65bb41d481204f6a88576c0262454306
E04_skrub_tabular_pipeline_logreg,skrub,logistic_regression,0.736039650420281,0.039507008726191964,0.3529458436645512,0.08398754459141003,1.8684105600696057,2.874179894677259,6,10,db66a580515647e79685c97f8c039db5
E05_manual_preprocessing_hgb,manual,hist_gradient_boosting,0.8145680784844561,0.022877047930169227,0.42408716378718214,0.07302118032802857,7.155749439960346,8.651882056353877,6,6,c868903ef06941568bcaf9855c709a75
E06_skrub_tabular_pipeline_hgb,skrub,hist_gradient_boosting,0.8145680784844561,0.022877047930169227,0.42408716378718214,0.07302118032802857,4.240945839975029,6.9687769583455434,6,6,84ad20dd9e1e4b09bb411f95881c7e22
