run_name,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_seconds,predict_ms_per_1k_rows,n_features,mlflow_run_id,delta_vs_manual_champion
A00_autogluon_raw,0.8134475024661709,0.02216056210707716,0.42554361162660487,0.0685175122378757,121.27797444000025,187.3126775934208,6,5fbe2b93085144408a3cba3832dbb0b8,-0.04760716630264239
A01_autogluon_engineered,0.8613533541830403,0.024205406973816616,0.5550970102425482,0.07356934220647642,121.37043102000607,140.00231747050307,10,963181a95f6640218f784b960173f5a1,0.0002986854142269513
