feature_name,roc_auc_mean,roc_auc_std,delta_roc_auc_vs_e10,mlflow_run_id
laptime_delta_prev,0.8196136048951583,0.024505315590155955,0.005045526410702217,837dd594fb0b49138c6333be05f221bf
laptime_roll_mean_3,0.757276216624825,0.021032447808466956,-0.05729186185963109,82ea0e55ae20452cb17481782aea7aea
laps_since_last_pit,0.838145384056344,0.02283768038721498,0.023577305571887863,5707e5c528c64625a6730694b00e0bad
