run_name,model_family,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_seconds,predict_ms_per_1k_rows,n_features,mlflow_run_id
E14_logreg_e13_features,logistic_regression,0.7770693289591544,0.040326731869006684,0.44204934896867537,0.08028961843256181,1.8662365400057752,1.2079260741553128,10,7e7c9b235af3454ba8ec1e17b04c7b85
E15_hgb_e13_features,hist_gradient_boosting,0.8598688615737229,0.02664368412802799,0.5524227762771033,0.07695889601599551,8.191336740000406,7.579659562821851,10,f26a92bd6e16427a88551e33c95e8d39
E16_extratrees_e13_features,extra_trees,0.8291524573993619,0.020788564405102114,0.4803808169862043,0.05649049282540384,31.186899759992958,30.84337643707398,10,e7e2a38553bc4f53928fcc27c01d2553
