feature_name,roc_auc_mean,roc_auc_std,delta_roc_auc_vs_e13,mlflow_run_id
laptime_roll_mean_5,0.8220934845538321,0.018721262897683874,-0.03898608463990216,6ff65ad77a7043ea99c8c24737a6ddaf
pit_stops_rate_last3,0.8612930964964629,0.024853429744602123,0.0002135273027286111,277cd86b141643e28e9df5e4b4ec4682
