variant,n_features,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_seconds,predict_ms_per_1k_rows
E13_with_raw_stint,10,0.8598688615737229,0.02664368412802799,0.5524227762771033,0.07695889601599551,5.943823760002852,7.334631235607515
E13_without_raw_stint,9,0.8296405750239739,0.025175446564700377,0.507769449964969,0.06165401004515916,5.6811077400110666,7.396848064090184
